算法,原始后端,线程数,峰值内存_GiB,基础内存_GiB,额外内存_GiB,符号预处理_ms,数值组装_ms,总耗时_ms,整体加速比,串行基线总耗时_ms,rel_L2,isolated_peak_rss_mb,symbolic_csr_ms,symbolic_plan_ms,symbolic_temporary_GiB,numeric_backend_extra_bytes_GiB,CPU型号,平台,数据口径,内存口径
互斥锁,cpu_lock_guard,1,3.867435455078125,2.8227119443359374,1.0447235107421875,3622.173441,2458.763506,6080.936947,0.6909904729521938,4201.869497,0.0,3960.253906,2109.199688,1512.973753,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,2,4.2209625244140625,2.8227119443359374,1.398250580078125,2140.258561,1766.195724,3906.454285,1.0756223394535385,4201.869497,8.683801879e-18,4322.265625,1247.555277,892.703284,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,3,4.355754852539063,2.8227119443359374,1.5330429082031252,1607.539625,1285.502866,2893.042491,1.4524050407388225,4201.869497,1.400936504e-17,4460.292969,919.102557,688.437068,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,4,4.4232444765625,2.8227119443359374,1.6005325322265627,1327.641411,1050.297487,2377.938898,1.7670216423702236,4201.869497,1.708891843e-17,4529.402344,745.870284,581.771127,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,5,4.467777251953125,2.8227119443359374,1.6450653076171875,1184.841812,916.994856,2101.836668,1.999141779650406,4201.869497,9.155133096e-17,4575.003906,662.5345,522.307312,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,6,4.49041748046875,2.8227119443359374,1.6677055361328126,1051.80137,812.949711,1864.751081,2.253313881843514,4201.869497,1.488444371e-17,4598.1875,572.517213,479.284157,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,7,4.513988495117188,2.8227119443359374,1.6912765507812502,980.482195,734.641331,1715.123526,2.4498932195277923,4201.869497,1.091523438e-16,4622.324219,529.614875,450.86732,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,8,4.5990257265625,2.8227119443359374,1.7763137822265627,948.85729,684.710167,1633.567457,2.5722044590167172,4201.869497,9.832168833e-17,4709.402344,519.277687,429.579603,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,9,4.539039611328125,2.8227119443359374,1.7163276669921874,994.118014,642.329669,1636.447683,2.567677256444256,4201.869497,1.164722803e-16,4647.976562,530.218839,463.899175,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,10,4.616100311523438,2.8227119443359374,1.7933883671875002,944.028184,619.637744,1563.665928,2.687191312260914,4201.869497,1.283109664e-16,4726.886719,490.243358,453.784826,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,11,4.621391296875,2.8227119443359374,1.7986793525390627,906.798883,601.116725,1507.915608,2.7865415509380416,4201.869497,1.372698182e-16,4732.304688,474.40063,432.398253,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,12,4.55694580078125,2.8227119443359374,1.7342338564453126,860.247534,599.199057,1459.446591,2.8790841151103144,4201.869497,2.059535618e-17,4666.3125,439.983412,420.264122,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,13,4.63085174609375,2.8227119443359374,1.8081398017578127,843.189014,588.461633,1431.650647,2.93498243150656,4201.869497,1.484241776e-16,4741.992188,433.738334,409.45068,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,14,4.565284728515625,2.8227119443359374,1.7425727841796874,814.328418,571.959191,1386.287609,3.031022905868013,4201.869497,1.508063838e-16,4674.851562,414.911001,399.417417,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,15,4.568370819335938,2.8227119443359374,1.7456588750000002,815.474067,573.070068,1388.544135,3.026097184156123,4201.869497,1.514129475e-16,4678.011719,426.225486,389.248581,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,16,4.571758270507813,2.8227119443359374,1.7490463261718752,786.439995,566.918197,1353.358192,3.104772647653948,4201.869497,1.503141433e-16,4681.480469,404.191161,382.248834,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,17,4.5757293701171875,2.8227119443359374,1.75301742578125,779.802839,563.191469,1342.994308,3.128732171067399,4201.869497,1.523110512e-16,4685.546875,402.935482,376.867357,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,18,4.57918930078125,2.8227119443359374,1.7564773564453127,841.31845,560.089017,1401.407467,2.998321042198357,4201.869497,1.487220145e-16,4689.089844,472.308675,369.009775,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
