算法,原始后端,模式,线程数,峰值内存_GiB,基础内存_GiB,额外内存_GiB,符号预处理_ms,数值组装_ms,总耗时_ms,整体加速比,串行基线总耗时_ms,rel_L2,isolated_peak_rss_mb,symbolic_csr_ms,symbolic_plan_ms,symbolic_temporary_GiB,numeric_backend_extra_bytes_GiB,CPU型号,平台,数据口径,内存口径
串行基线,cpu_serial,symbolic_reuse_serial,1,2.8227119443359374,2.8227119443359374,0.0,3503.718353,698.151144,4201.869497,1.0,4201.869497,0.0,2890.457031,2137.333559,1366.384794,0.0,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
原子累加,cpu_atomic,parallel_symbolic_reuse,20,3.52332305859375,2.8227119443359374,0.7006111142578124,827.486608,144.548532,972.03514,4.322754727776611,4201.869497,1.487199704e-16,3607.882812,460.50267,366.983938,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
线程私有,cpu_private_csr,parallel_symbolic_reuse,20,7.683483124023438,2.8227119443359374,4.8607711796875,781.958158,448.972036,1230.930194,3.413572530336354,4201.869497,1.297996957e-16,7867.886719,419.34007,362.618088,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
互斥锁,cpu_lock_guard,parallel_symbolic_reuse,20,4.584835052734375,2.8227119443359374,1.7621231083984377,814.514612,569.103894,1383.618506,3.036869974475464,4201.869497,1.473078328e-16,4694.871094,451.273674,363.240938,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
图着色,cpu_graph_coloring,parallel_symbolic_reuse,20,3.5233612060546875,2.8227119443359374,0.7006492617187501,787.120155,194.369052,981.489207,4.281116355668697,4201.869497,1.225939172e-16,3607.921875,424.075783,363.044372,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
按行分配,cpu_row_owner,parallel_symbolic_reuse,20,5.352447509765625,2.8227119443359374,2.5297355654296876,828.50156,151.759385,980.260945,4.286480572782587,4201.869497,0.0,5480.90625,458.824792,369.676768,0.1394679844379425,0.0,Intel Core Ultra 7 265KF,Linux;x86_64;GCC 13.3;OpenMP 201511,mesh_ready_to_matrix_assembled,process_ru_maxrss
