case_name,mesh,element_type,stiffness_model,kernel,algorithm,threads,status,skip_reason,repeat_count,rel_l2,max_abs,measurement_mode,symbolic_ms_mean,symbolic_ms_min,symbolic_ms_max,symbolic_ms_std,numeric_ms_mean,numeric_ms_min,numeric_ms_max,numeric_ms_std,symbolic_numeric_total_ms_mean,symbolic_numeric_total_ms_min,symbolic_numeric_total_ms_max,symbolic_numeric_total_ms_std,isolated_peak_rss_mb_mean,isolated_peak_rss_mb_min,isolated_peak_rss_mb_max,isolated_peak_rss_mb_std
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,3,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3782.966314,3773.257487,3799.378461,11.66982419,539.0005833,535.750956,541.108224,2.331405909,4321.966897,4312.01395,4339.521031,12.44972293,2150.388021,2150.359375,2150.40625,0.02050531351
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,4,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3769.743019,3759.925558,3782.151288,9.256708669,432.3881953,429.260137,435.169154,2.424799526,4202.131214,4192.660853,4217.320442,10.84905239,2150.408854,2150.355469,2150.46875,0.04647533088
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,5,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3774.900564,3773.868751,3776.655926,1.247592137,358.7443123,357.824319,360.579658,1.29778675,4133.644876,4132.005974,4134.480245,1.158951597,2150.401042,2150.292969,2150.464844,0.07683380643
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,6,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3770.934841,3769.744776,3772.947136,1.430809375,308.3344107,307.089581,309.473625,0.9761428848,4079.269252,4078.184802,4080.036717,0.7885670166,2150.429687,2150.382812,2150.5,0.05063094101
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,7,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3765.665879,3753.129882,3776.183614,9.519232389,267.433847,265.79598,268.710369,1.216920558,4033.099726,4020.925074,4041.979594,8.905612747,2150.380209,2150.335938,2150.417969,0.03380394031
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,8,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3760.218478,3757.158611,3763.398412,2.548802473,247.4949183,239.733345,256.636822,6.969498669,4007.713397,4003.131757,4016.735234,6.379663686,2150.391927,2150.347656,2150.472656,0.05717306664
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,9,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3760.502358,3749.346978,3767.77124,8.007996482,237.963003,237.186933,238.81438,0.6665329662,3998.465361,3988.161358,4005.658936,7.474284083,2150.432291,2150.316406,2150.507812,0.08319072042
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,10,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3761.188696,3758.720843,3766.026073,3.420777393,232.269257,228.11287,235.958147,3.219835181,3993.457953,3986.833713,4001.98422,6.32970477,2150.514323,2150.472656,2150.558594,0.03513232674
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,11,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3766.166982,3757.429075,3772.077489,6.305534672,225.288926,224.750802,226.183414,0.636836327,3991.455908,3982.361637,3998.260903,6.689656358,2150.523438,2150.496094,2150.558594,0.02610671459
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,12,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3760.606714,3752.923385,3766.677979,5.729821218,219.3272353,218.197862,220.175764,0.8315364797,3979.933949,3973.099149,3986.286059,5.394342193,2150.510417,2150.476562,2150.558594,0.03498729618
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,13,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3764.079218,3746.535969,3777.932723,13.08051228,212.6863797,211.21226,214.727546,1.490070548,3976.765598,3957.748229,3990.052056,13.796541,2150.53776,2150.507812,2150.5625,0.0226280356
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,14,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3764.840417,3756.795886,3775.664888,7.950088307,208.1975277,204.752598,211.065595,2.609349906,3973.037945,3965.570276,3980.417486,6.061668423,2150.545573,2150.496094,2150.601562,0.04330255067
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,15,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3767.380418,3763.861513,3771.038814,2.931780526,203.0999237,199.805484,204.967384,2.336451072,3970.480342,3963.666997,3975.565717,5.008944975,2150.545573,2150.46875,2150.695312,0.1058937051
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,16,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3774.314182,3749.208435,3791.05622,18.07895628,199.0232713,196.867913,201.255782,1.792170556,3973.337453,3948.154554,3992.312002,18.55402491,2150.59375,2150.5625,2150.644531,0.0362249105
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,17,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3776.429177,3769.723663,3780.466525,4.774348356,196.8859547,193.421696,199.673272,2.596695053,3973.315132,3969.396935,3978.029421,3.568872491,2150.558593,2150.507812,2150.660156,0.07181565032
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,18,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3781.000351,3780.041569,3782.162541,0.8777477493,193.0650167,191.73526,195.409771,1.662963814,3974.065368,3972.091588,3977.572312,2.486299702,2150.509115,2150.476562,2150.554688,0.03319710117
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,19,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3791.325879,3784.475589,3800.022121,6.479676959,193.9718237,190.914648,197.20259,2.56997457,3985.297702,3975.390237,3993.820354,7.587515396,2150.621094,2150.515625,2150.707031,0.07935224822
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_graph_coloring,20,PASS,,3,1.2259391724731836e-16,0.0048828125,isolated,3797.893665,3796.504287,3800.611194,1.921745749,207.4330003,203.067223,215.896947,5.985911147,4005.326665,3999.57151,4016.508141,7.907636886,2150.53776,2150.5,2150.574219,0.03031375642
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,1,PASS,,3,0,0,isolated,7744.819403,7736.008033,7756.793934,8.775633458,796.5835767,792.681508,801.737037,3.801327592,8541.402979,8536.988426,8549.475442,5.716445146,3880.661458,3880.628906,3880.699219,0.02894045086
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,2,PASS,,3,0,0,isolated,7932.187837,7926.551985,7936.53049,4.1750778,462.646975,460.793181,463.700049,1.314872562,8394.834812,8389.99968,8400.230539,4.195499144,4797.998698,4797.980469,4798.035156,0.02577969903
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,3,PASS,,3,0,0,isolated,7607.846312,7590.608144,7621.825137,12.95100126,348.040674,347.208921,349.618815,1.116458256,7955.886986,7937.90243,7969.034058,13.16169959,4491.605469,4491.589844,4491.632812,0.0194003027
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,4,PASS,,3,0,0,isolated,7815.807946,7793.995782,7839.9581,18.83672507,283.075903,281.405317,284.214481,1.206958983,8098.883849,8078.210263,8121.363417,17.66342461,4338.845052,4338.824219,4338.871094,0.01948779889
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,5,PASS,,3,0,0,isolated,7620.226518,7615.967515,7623.1782,3.08548343,251.2768343,250.36857,252.596652,0.9550286067,7871.503353,7866.832796,7874.130492,3.311168729,4231.648437,4231.59375,4231.695312,0.04182892366
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,6,PASS,,3,0,0,isolated,7401.831575,7396.264399,7404.71239,3.93738804,210.601895,210.488298,210.697803,0.08643981257,7612.43347,7606.883983,7615.215738,3.924084464,4186.236979,4186.234375,4186.238281,0.001841306058
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,7,PASS,,3,0,0,isolated,7480.976843,7476.673021,7483.551523,3.062775947,200.5643653,199.945632,200.883309,0.4375804096,7681.541208,7677.537176,7684.434832,2.92337351,4134.455729,4134.398438,4134.484375,0.0405110903
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,8,PASS,,3,0,0,isolated,7440.298813,7421.098963,7454.81009,14.15620143,181.0535563,180.778403,181.346955,0.232468655,7621.352369,7602.134274,7636.157045,14.23600931,4095.66276,4095.632812,4095.683594,0.02171037759
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,9,PASS,,3,0,0,isolated,7208.022813,7205.922584,7211.725156,2.625837949,195.9186903,195.342921,196.248501,0.4085670352,7403.941503,7401.265505,7407.889805,2.850076543,4071.829427,4071.808594,4071.839844,0.01473139127
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,10,PASS,,3,0,0,isolated,7263.987904,7245.942259,7285.384156,16.27545675,200.4717113,197.717319,204.906426,3.166325654,7464.459615,7450.848685,7484.175545,14.27405964,4056.858073,4056.789062,4056.894531,0.04882395788
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,11,PASS,,3,0,0,isolated,7251.848922,7224.982138,7284.329303,24.5513862,187.7216747,187.36076,187.989991,0.2650958963,7439.570597,7412.796411,7472.319294,24.66461009,4043.901042,4043.828125,4043.980469,0.06236433366
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,12,PASS,,3,0,0,isolated,7405.913047,7396.919607,7412.354825,6.554628029,166.9576007,166.708736,167.222399,0.2100044931,7572.870648,7564.142006,7579.296492,6.397487431,4033.348958,4033.296875,4033.390625,0.03897559778
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,13,PASS,,3,0,0,isolated,7443.654287,7432.344638,7463.239446,13.90408409,174.793831,166.03349,191.492717,11.81266079,7618.448118,7599.199924,7629.272936,13.64579223,4019.526042,4019.46875,4019.605469,0.05796845144
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,14,PASS,,3,0,0,isolated,7504.036585,7485.244707,7521.885576,14.97342306,172.4488827,172.103053,172.779563,0.2763917169,7676.485468,7658.02427,7693.988629,14.69800791,4006.885417,4006.878906,4006.898438,0.0092074731
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,15,PASS,,3,0,0,isolated,7496.870807,7493.772672,7499.169249,2.27455392,166.0434993,165.647084,166.426997,0.318529142,7662.914307,7659.419756,7665.596246,2.586182523,3994.535156,3994.523438,3994.550781,0.01149940556
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,16,PASS,,3,0,0,isolated,7367.946943,7355.063752,7375.596544,9.163032069,160.696953,159.282084,161.90134,1.079614901,7528.643896,7515.971187,7537.497884,9.193716821,3982.690104,3982.621094,3982.808594,0.08416339592
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,17,PASS,,3,0,0,isolated,7344.249203,7324.937214,7356.695777,13.84442199,156.4779967,155.835496,157.073821,0.5066203124,7500.7272,7481.461887,7512.531273,13.73752193,3972.432292,3972.363281,3972.484375,0.05086478919
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,18,PASS,,3,0,0,isolated,7392.119069,7374.979241,7407.933856,13.48625134,152.519169,152.058276,153.170392,0.4735466405,7544.638238,7528.149633,7559.992132,13.02438386,3978.63151,3978.59375,3978.675781,0.03380394031
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,19,PASS,,3,0,0,isolated,7196.722067,7187.3264,7208.470353,8.790820941,148.32364,147.743138,148.990389,0.5128272438,7345.045707,7336.316789,7356.707746,8.579051266,3955.408854,3955.316406,3955.457031,0.06539005397
3d-WindTurbineHub,3d-WindTurbineHub,Tet4,physics_tet4,physics_tet4,cpu_row_owner,20,PASS,,3,0,0,isolated,7180.922285,7171.756418,7188.8749,7.041050613,150.4410847,143.085883,159.741389,6.937292378,7331.363369,7320.2524,7341.876925,8.838276517,3948.205729,3948.101562,3948.296875,0.08026602363
