name,node,target_x,target_y,target_z,x,y,z
free_tip_center,222,1,0.10000000000000001,0.050000000000000003,1,0.080839900097917486,0.049999999999999989
midspan_center,299,0.5,0.10000000000000001,0.050000000000000003,0.47496943461435281,0.083014896813982719,0.045044198707575769
root_center,246,0,0.10000000000000001,0.050000000000000003,0,0.11916009990208253,0.049999999999999989
