schema_version,platform_id,run_profile,profile_note,env_group,case_name,mesh,element_type,stiffness_model,kernel,nodes,elements,dofs,nnz,algorithm,threads,effective_threads,thread_region,cpu_model,physical_cores,logical_cores,run_count,preprocess_ms,assembly_ms,total_ms,assembly_mean_ms,assembly_min_ms,assembly_max_ms,assembly_std_ms,total_mean_ms,total_min_ms,total_max_ms,total_std_ms,speedup,efficiency,preprocess_share,rel_l2,max_abs,extra_memory_bytes,peak_rss_mb,colors,prepare_allocate_ms,prepare_coloring_ms,prepare_owner_partition_ms,assembly_zero_ms,assembly_generate_ms,assembly_numeric_ms,assembly_merge_ms,assembly_sort_ms,assembly_reduce_ms,status,skip_reason,diagnostics,platform,omp_proc_bind,omp_places,omp_dynamic
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_private_csr,4,4,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,265.056407,308.113316,573.169723,308.113316,308.113316,308.113316,0,573.169723,573.169723,573.169723,0,2.281877201,0.5704693002,0.4624396516,1.596975678e-17,0.005859375,880070400,3409.535156,0,265.056407,0,0,48.080756,0,236.347493,0,0,23.685067,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_lock_guard,4,4,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,412.501513,1042.89543,1455.396943,1042.89543,1042.89543,1042.89543,0,1455.396943,1455.396943,1455.396943,0,0.674158435,0.1685396088,0.2834288714,1.726088202e-17,0.005859375,1100088000,3409.535156,0,412.501513,0,0,0,0,1042.89543,0,0,0,PASS,"","std::lock_guard<std::mutex>; granularity=per_entry","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_atomic,5,5,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,0.000292,309.917246,309.917246,309.917246,309.917246,309.917246,0,309.917246,309.917246,309.917246,0,2.268595117,0.4537190234,9.421869992e-07,9.155080656e-17,0.005859375,0,3409.535156,0,0,0,0,0,0,309.917246,0,0,0,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_private_csr,5,5,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,330.936875,285.87926,616.816135,285.87926,285.87926,285.87926,0,616.816135,616.816135,616.816135,0,2.459348576,0.4918697152,0.5365243485,6.920675397e-17,0.005859375,1100088000,3409.535156,0,330.936875,0,0,60.50352,0,200.821639,0,0,24.554101,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_lock_guard,5,5,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,411.049481,903.839564,1314.889045,903.839564,903.839564,903.839564,0,1314.889045,1314.889045,1314.889045,0,0.7778778215,0.1555755643,0.3126115337,9.154868671e-17,0.005859375,1100088000,3409.535156,0,411.049481,0,0,0,0,903.839564,0,0,0,PASS,"","std::lock_guard<std::mutex>; granularity=per_entry","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_atomic,6,6,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,0.000281,261.512243,261.512243,261.512243,261.512243,261.512243,0,261.512243,261.512243,261.512243,0,2.688504152,0.4480840253,1.074519482e-06,1.464868369e-17,0.0048828125,0,3409.535156,0,0,0,0,0,0,261.512243,0,0,0,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_private_csr,6,6,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,397.00242,272.454832,669.457252,272.454832,272.454832,272.454832,0,669.457252,669.457252,669.457252,0,2.580525902,0.4300876503,0.5930213151,1.405209813e-17,0.00390625,1320105600,3619.097656,0,397.00242,0,0,72.133737,0,173.303275,0,0,27.01782,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_lock_guard,6,6,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,412.292679,799.480586,1211.773265,799.480586,799.480586,799.480586,0,1211.773265,1211.773265,1211.773265,0,0.8794169156,0.1465694859,0.340239128,1.552268962e-17,0.0048828125,1100088000,3619.097656,0,412.292679,0,0,0,0,799.480586,0,0,0,PASS,"","std::lock_guard<std::mutex>; granularity=per_entry","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_atomic,7,7,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,0.000278,232.181395,232.181395,232.181395,232.181395,232.181395,0,232.181395,232.181395,232.181395,0,3.028135614,0.4325908019,1.197339692e-06,1.091532402e-16,0.005859375,0,3619.097656,0,0,0,0,0,0,232.181395,0,0,0,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
"pgsa-cross-platform-v2-raw","linux-intel-full-host","full_host","","linux_intel_linear_elastic","3d-WindTurbineHub","3d-WindTurbineHub",Tet4,linear_elastic_solid,linear_elastic_solid,228384,1113684,685152,27502200,cpu_private_csr,7,7,"physical_core_region","Intel(R) Core(TM) Ultra 7 265KF",20,20,1,461.240233,269.305353,730.545586,269.305353,269.305353,269.305353,0,730.545586,730.545586,730.545586,0,2.610704701,0.3729578144,0.631364068,8.265713991e-17,0.005859375,1540123200,3828.820312,0,461.240233,0,0,84.758531,0,154.913975,0,0,29.632847,PASS,"","","Linux;x86_64;GCC 13.3;OpenMP 201511","","",""
