strategy_label,numeric_backend,threads,amortized_total_ms,isolated_peak_rss_gib,csr_gib,plan_gib,symbolic_persistent_gib,symbolic_temporary_gib,backend_extra_gib,direct_transient_gib,estimated_peak_gib,rel_l2,max_abs
direct_no_symbolic_background,none,20,2494.713147,3.7452812197265626,0.30991343036293983,0.0,0.0,0.0,0.0,2.389706611633301,2.6996200419962406,1.616099392e-16,0.005859375
serial_symbolic_parallel_numeric,cpu_atomic,20,3705.79145,2.5123748779296875,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.0,0.0,0.0,1.2711878679692745,1.482404333e-16,0.0078125
parallel_symbolic_parallel_numeric,cpu_atomic,20,876.890274,3.2776832578125,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.1394679844379425,0.0,0.0,1.2711878679692745,1.470094918e-16,0.005859375
serial_symbolic_parallel_numeric,cpu_private_csr,20,3888.454834,6.713542938476563,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.0,4.09814715385437,0.0,5.369335021823645,1.297996957e-16,0.005859375
parallel_symbolic_parallel_numeric,cpu_private_csr,20,1193.141613,7.376094818359375,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.1394679844379425,4.09814715385437,0.0,5.369335021823645,1.297996957e-16,0.005859375
serial_symbolic_parallel_numeric,cpu_lock_guard,20,4006.922959,3.536865234375,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.0,1.0245367884635925,0.0,2.295724656432867,1.477064644e-16,0.005859375
parallel_symbolic_parallel_numeric,cpu_lock_guard,20,1265.118137,4.3016204833984375,0.30991343036293983,0.6513610072433949,0.9612744376063347,0.1394679844379425,1.0245367884635925,0.0,2.295724656432867,1.4801463e-16,0.005859375
